Country       ,Response_measure                            ,date_start ,date_end   ,stringency_score    ,intervention_duration ,intervention_category ,stringency_category
Austria       ,AdaptationOfWorkplace                       ,2020-03-16 ,2020-04-13 , 20.0               ,                   28 ,Workplace             ,Low
Austria       ,AdaptationOfWorkplace                       ,2021-04-01 ,2022-03-05 , 20.0               ,                  338 ,Workplace             ,Low
Austria       ,BanOnAllEvents                              ,2020-11-03 ,2021-05-18 , 75.0               ,                  196 ,Events                ,High
Austria       ,ClosDaycare                                 ,2020-03-16 ,2020-05-04 , 20.0               ,                   49 ,Education             ,Low
Austria       ,ClosHigh                                    ,2020-03-16 ,2020-09-30 , 20.0               ,                  198 ,Education             ,Low
Austria       ,ClosHighPartial                             ,2020-11-03 ,2022-02-28 , 20.0               ,                  482 ,Education             ,Low
Austria       ,ClosPrim                                    ,2020-11-17 ,2020-12-07 , 20.0               ,                   20 ,Education             ,Low
Austria       ,ClosPrim                                    ,2020-12-26 ,2021-02-07 , 20.0               ,                   43 ,Education             ,Low
Austria       ,ClosPrimPartial                             ,2020-03-16 ,2020-05-18 , 20.0               ,                   63 ,Education             ,Low
Austria       ,ClosPubAny                                  ,2020-03-16 ,2020-04-13 , 20.0               ,                   28 ,Public Space          ,Low
Austria       ,ClosPubAny                                  ,2020-05-02 ,2020-05-14 , 20.0               ,                   12 ,Public Space          ,Low
Austria       ,ClosPubAny                                  ,2020-11-16 ,2020-12-06 , 20.0               ,                   20 ,Public Space          ,Low
Austria       ,ClosPubAny                                  ,2020-12-28 ,2021-02-06 , 20.0               ,                   40 ,Public Space          ,Low
Austria       ,ClosPubAnyPartial                           ,2020-04-14 ,2020-05-01 , 20.0               ,                   17 ,Public Space          ,Low
Austria       ,ClosPubAnyPartial                           ,2020-05-15 ,2020-11-15 , 20.0               ,                  184 ,Public Space          ,Low
Austria       ,ClosPubAnyPartial                           ,2020-12-07 ,2020-12-27 , 20.0               ,                   20 ,Public Space          ,Low
Austria       ,ClosPubAnyPartial                           ,2021-02-07 ,2022-03-05 , 20.0               ,                  391 ,Public Space          ,Low
Austria       ,ClosSec                                     ,2020-11-03 ,2021-02-07 , 20.0               ,                   96 ,Education             ,Low
Austria       ,ClosSecPartial                              ,2020-03-16 ,2020-06-03 , 20.0               ,                   79 ,Education             ,Low
Austria       ,ClosSecPartial                              ,2021-02-08 ,2021-05-16 , 20.0               ,                   97 ,Education             ,Low
Austria       ,EntertainmentVenues                         ,2020-03-16 ,2020-04-30 , 20.0               ,                   45 ,Public Space          ,Low
Austria       ,EntertainmentVenues                         ,2020-11-03 ,2021-02-07 , 20.0               ,                   96 ,Public Space          ,Low
Austria       ,EntertainmentVenuesPartial                  ,2021-02-08 ,2022-03-04 , 20.0               ,                  389 ,Public Space          ,Low
Austria       ,GymsSportsCentres                           ,2020-11-03 ,2021-05-18 , 20.0               ,                  196 ,Public Space          ,Low
Austria       ,GymsSportsCentresPartial                    ,2021-05-19 ,2022-03-04 , 20.0               ,                  289 ,Public Space          ,Low
Austria       ,HotelsOtherAccommodation                    ,2020-03-31 ,2020-05-29 , 20.0               ,                   59 ,Business              ,Low
Austria       ,HotelsOtherAccommodation                    ,2020-11-03 ,2021-05-18 , 20.0               ,                  196 ,Business              ,Low
Austria       ,HotelsOtherAccommodationPartial             ,2021-05-19 ,2022-03-04 , 20.0               ,                  289 ,Business              ,Low
Austria       ,IndoorOver100                               ,2020-03-11 ,2020-06-30 , 20.0               ,                  111 ,Gathering             ,Low
Austria       ,IndoorOver1000                              ,2020-08-01 ,2020-09-13 , 20.0               ,                   43 ,Gathering             ,Low
Austria       ,IndoorOver50                                ,2020-09-14 ,2020-11-02 , 20.0               ,                   49 ,Gathering             ,Low
Austria       ,IndoorOver500                               ,2020-07-01 ,2020-07-31 , 20.0               ,                   30 ,Gathering             ,Low
Austria       ,IndoorOver500                               ,2021-12-12 ,2022-03-04 , 20.0               ,                   82 ,Gathering             ,Low
Austria       ,MasksMandatoryAllSpaces                     ,2020-09-14 ,2021-06-09 , 85.0               ,                  268 ,Masks                 ,High
Austria       ,MasksMandatoryAllSpacesPartial              ,2022-01-11 ,2022-03-04 , 42.5               ,                   52 ,Masks                 ,Low
Austria       ,MasksMandatoryClosedSpaces                  ,2021-06-10 ,2022-01-10 , 20.0               ,                  214 ,Masks                 ,Low
Austria       ,MasksMandatoryClosedSpacesPartial           ,2020-06-15 ,2020-07-08 , 20.0               ,                   23 ,Masks                 ,Low
Austria       ,MasksVoluntaryClosedSpacesPartial           ,2020-03-31 ,2020-04-05 , 20.0               ,                    5 ,Masks                 ,Low
Austria       ,MassGather50                                ,2020-11-03 ,2021-05-18 , 20.0               ,                  196 ,Gathering             ,Low
Austria       ,MassGather50Partial                         ,2020-09-14 ,2020-11-02 , 20.0               ,                   49 ,Gathering             ,Low
Austria       ,MassGatherAll                               ,2020-03-11 ,2020-07-31 , 20.0               ,                  142 ,Gathering             ,Low
Austria       ,MassGatherAll                               ,2020-11-03 ,2021-05-18 , 20.0               ,                  196 ,Gathering             ,Low
Austria       ,MassGatherAllPartial                        ,2020-08-01 ,2020-11-02 , 20.0               ,                   93 ,Gathering             ,Low
Austria       ,MassGatherAllPartial                        ,2021-12-12 ,2022-03-04 , 20.0               ,                   82 ,Gathering             ,Low
Austria       ,NonEssentialShops                           ,2020-03-16 ,2020-04-13 , 55.00000000000001  ,                   28 ,Business              ,Medium
Austria       ,NonEssentialShops                           ,2020-11-17 ,2020-12-06 , 55.00000000000001  ,                   19 ,Business              ,Medium
Austria       ,NonEssentialShops                           ,2020-12-26 ,2021-02-07 , 55.00000000000001  ,                   43 ,Business              ,Medium
Austria       ,NonEssentialShops                           ,2021-11-22 ,2021-12-11 , 55.00000000000001  ,                   19 ,Business              ,Medium
Austria       ,NonEssentialShopsPartial                    ,2020-04-14 ,2020-05-01 , 27.500000000000004 ,                   17 ,Business              ,Low
Austria       ,NonEssentialShopsPartial                    ,2020-12-07 ,2020-12-25 , 27.500000000000004 ,                   18 ,Business              ,Low
Austria       ,NonEssentialShopsPartial                    ,2021-02-08 ,2021-11-21 , 27.500000000000004 ,                  286 ,Business              ,Low
Austria       ,NonEssentialShopsPartial                    ,2021-12-12 ,2022-03-04 , 27.500000000000004 ,                   82 ,Business              ,Low
Austria       ,OutdoorOver100                              ,2020-09-14 ,2020-11-02 , 20.0               ,                   49 ,Gathering             ,Low
Austria       ,OutdoorOver1000                             ,2020-08-01 ,2020-09-13 , 20.0               ,                   43 ,Gathering             ,Low
Austria       ,OutdoorOver500                              ,2020-03-11 ,2020-07-31 , 20.0               ,                  142 ,Gathering             ,Low
Austria       ,OutdoorOver500                              ,2021-12-12 ,2022-03-04 , 20.0               ,                   82 ,Gathering             ,Low
Austria       ,PlaceOfWorship                              ,2020-03-16 ,2020-05-14 , 20.0               ,                   59 ,Public Space          ,Low
Austria       ,PlaceOfWorship                              ,2020-11-16 ,2020-12-06 , 20.0               ,                   20 ,Public Space          ,Low
Austria       ,PlaceOfWorship                              ,2020-12-28 ,2021-02-06 , 20.0               ,                   40 ,Public Space          ,Low
Austria       ,PlaceOfWorshipPartial                       ,2020-05-15 ,2020-11-15 , 20.0               ,                  184 ,Public Space          ,Low
Austria       ,PlaceOfWorshipPartial                       ,2020-12-07 ,2020-12-27 , 20.0               ,                   20 ,Public Space          ,Low
Austria       ,PlaceOfWorshipPartial                       ,2021-02-07 ,2022-03-05 , 20.0               ,                  391 ,Public Space          ,Low
Austria       ,PrivateGatheringRestrictions                ,2020-03-16 ,2020-04-30 , 60.0               ,                   45 ,Gathering             ,Medium
Austria       ,PrivateGatheringRestrictions                ,2020-10-23 ,2020-11-16 , 60.0               ,                   24 ,Gathering             ,Medium
Austria       ,PrivateGatheringRestrictionsPartial         ,2021-05-19 ,2022-03-05 , 30.0               ,                  290 ,Gathering             ,Low
Austria       ,QuarantineForInternationalTravellers        ,2020-03-10 ,2022-05-15 , 60.0               ,                  796 ,Travel                ,Medium
Austria       ,RegionalStayHomeOrder                       ,2021-04-01 ,2021-05-02 , 90.0               ,                   31 ,Lockdown              ,High
Austria       ,RestaurantsCafes                            ,2020-03-16 ,2020-05-14 , 20.0               ,                   59 ,Business              ,Low
Austria       ,RestaurantsCafes                            ,2020-11-03 ,2021-05-14 , 20.0               ,                  192 ,Business              ,Low
Austria       ,RestaurantsCafes                            ,2021-11-22 ,2022-03-04 , 20.0               ,                  102 ,Business              ,Low
Austria       ,RestaurantsCafesPartial                     ,2021-05-15 ,2021-11-21 , 20.0               ,                  190 ,Business              ,Low
Austria       ,SocialCircle                                ,2020-11-17 ,2021-05-18 , 20.0               ,                  182 ,Social Distancing     ,Low
Austria       ,StayHomeGen                                 ,2020-03-10 ,2020-03-15 , 20.0               ,                    5 ,Lockdown              ,Low
Austria       ,StayHomeOrder                               ,2020-03-16 ,2020-04-30 ,100.0               ,                   45 ,Lockdown              ,High
Austria       ,StayHomeOrder                               ,2020-11-17 ,2020-12-06 ,100.0               ,                   19 ,Lockdown              ,High
Austria       ,StayHomeOrder                               ,2020-12-26 ,2021-02-07 ,100.0               ,                   43 ,Lockdown              ,High
Austria       ,StayHomeOrder                               ,2021-11-15 ,2021-12-26 ,100.0               ,                   41 ,Lockdown              ,High
Austria       ,StayHomeOrder                               ,2022-01-01 ,2022-01-31 ,100.0               ,                   30 ,Lockdown              ,High
Austria       ,StayHomeOrderPartial                        ,2020-11-03 ,2020-11-16 , 50.0               ,                   13 ,Lockdown              ,Medium
Austria       ,StayHomeOrderPartial                        ,2020-12-07 ,2020-12-25 , 50.0               ,                   18 ,Lockdown              ,Medium
Austria       ,StayHomeOrderPartial                        ,2021-02-08 ,2021-05-15 , 50.0               ,                   96 ,Lockdown              ,Medium
Austria       ,StayHomeOrderPartial                        ,2021-12-27 ,2021-12-31 , 50.0               ,                    4 ,Lockdown              ,Medium
Austria       ,Teleworking                                 ,2020-03-10 ,2022-03-05 , 20.0               ,                  725 ,Workplace             ,Low
Belgium       ,BanOnAllEvents                              ,2020-10-29 ,2021-05-07 , 75.0               ,                  190 ,Events                ,High
Belgium       ,ClosDaycare                                 ,2020-05-18 ,2020-06-02 , 20.0               ,                   15 ,Education             ,Low
Belgium       ,ClosDaycare                                 ,2020-11-12 ,2020-11-15 , 20.0               ,                    3 ,Education             ,Low
Belgium       ,ClosHigh                                    ,2020-03-13 ,2020-08-19 , 20.0               ,                  159 ,Education             ,Low
Belgium       ,ClosHigh                                    ,2020-11-12 ,2020-11-15 , 20.0               ,                    3 ,Education             ,Low
Belgium       ,ClosHighPartial                             ,2020-08-20 ,2020-11-11 , 20.0               ,                   83 ,Education             ,Low
Belgium       ,ClosHighPartial                             ,2020-11-16 ,2021-08-29 , 20.0               ,                  286 ,Education             ,Low
Belgium       ,ClosPrim                                    ,2020-03-13 ,2020-06-07 , 20.0               ,                   86 ,Education             ,Low
Belgium       ,ClosPrim                                    ,2020-11-12 ,2020-11-16 , 20.0               ,                    4 ,Education             ,Low
Belgium       ,ClosPrim                                    ,2021-03-29 ,2021-04-18 , 20.0               ,                   20 ,Education             ,Low
Belgium       ,ClosPrim                                    ,2021-12-20 ,2021-12-24 , 20.0               ,                    4 ,Education             ,Low
Belgium       ,ClosPubAny                                  ,2020-03-13 ,2020-04-02 , 20.0               ,                   20 ,Public Space          ,Low
Belgium       ,ClosPubAnyPartial                           ,2020-04-03 ,2022-03-06 , 20.0               ,                  702 ,Public Space          ,Low
Belgium       ,ClosSec                                     ,2020-03-13 ,2020-08-19 , 20.0               ,                  159 ,Education             ,Low
Belgium       ,ClosSec                                     ,2020-11-12 ,2020-11-15 , 20.0               ,                    3 ,Education             ,Low
Belgium       ,ClosSec                                     ,2021-03-29 ,2021-04-18 , 20.0               ,                   20 ,Education             ,Low
Belgium       ,ClosSecPartial                              ,2021-04-19 ,2022-01-10 , 20.0               ,                  266 ,Education             ,Low
Belgium       ,EntertainmentVenues                         ,2020-03-13 ,2020-06-30 , 20.0               ,                  109 ,Public Space          ,Low
Belgium       ,EntertainmentVenues                         ,2020-10-29 ,2021-05-07 , 20.0               ,                  190 ,Public Space          ,Low
Belgium       ,EntertainmentVenuesPartial                  ,2020-07-01 ,2020-10-28 , 20.0               ,                  119 ,Public Space          ,Low
Belgium       ,EntertainmentVenuesPartial                  ,2021-05-08 ,2021-09-30 , 20.0               ,                  145 ,Public Space          ,Low
Belgium       ,EntertainmentVenuesPartial                  ,2021-11-27 ,2022-03-06 , 20.0               ,                   99 ,Public Space          ,Low
Belgium       ,GymsSportsCentres                           ,2020-03-13 ,2020-05-03 , 20.0               ,                   51 ,Public Space          ,Low
Belgium       ,GymsSportsCentresPartial                    ,2020-05-04 ,2020-06-30 , 20.0               ,                   57 ,Public Space          ,Low
Belgium       ,GymsSportsCentresPartial                    ,2020-10-29 ,2022-03-06 , 20.0               ,                  493 ,Public Space          ,Low
Belgium       ,IndoorOver1000                              ,2020-03-10 ,2020-03-17 , 20.0               ,                    7 ,Gathering             ,Low
Belgium       ,IndoorOver50                                ,2021-11-29 ,2021-12-05 , 20.0               ,                    6 ,Gathering             ,Low
Belgium       ,IndoorOver500                               ,2020-07-01 ,2020-10-28 , 20.0               ,                  119 ,Gathering             ,Low
Belgium       ,IndoorOver500                               ,2021-10-28 ,2021-11-28 , 20.0               ,                   31 ,Gathering             ,Low
Belgium       ,IndoorOver500                               ,2021-12-06 ,2022-03-06 , 20.0               ,                   90 ,Gathering             ,Low
Belgium       ,MasksMandatoryAllSpacesPartial              ,2020-05-04 ,2022-05-22 , 42.5               ,                  748 ,Masks                 ,Low
Belgium       ,MassGather50                                ,2020-10-29 ,2021-06-08 , 20.0               ,                  222 ,Gathering             ,Low
Belgium       ,MassGather50Partial                         ,2021-11-29 ,2021-12-05 , 20.0               ,                    6 ,Gathering             ,Low
Belgium       ,MassGatherAll                               ,2020-03-10 ,2020-03-17 , 20.0               ,                    7 ,Gathering             ,Low
Belgium       ,MassGatherAll                               ,2020-07-01 ,2021-06-08 , 20.0               ,                  342 ,Gathering             ,Low
Belgium       ,MassGatherAll                               ,2021-10-28 ,2021-11-28 , 20.0               ,                   31 ,Gathering             ,Low
Belgium       ,MassGatherAllPartial                        ,2021-11-29 ,2022-03-06 , 20.0               ,                   97 ,Gathering             ,Low
Belgium       ,NonEssentialShops                           ,2020-10-30 ,2020-11-30 , 55.00000000000001  ,                   31 ,Business              ,Medium
Belgium       ,NonEssentialShopsPartial                    ,2020-04-03 ,2020-09-22 , 27.500000000000004 ,                  172 ,Business              ,Low
Belgium       ,NonEssentialShopsPartial                    ,2020-10-19 ,2020-10-29 , 27.500000000000004 ,                   10 ,Business              ,Low
Belgium       ,NonEssentialShopsPartial                    ,2020-12-01 ,2021-06-26 , 27.500000000000004 ,                  207 ,Business              ,Low
Belgium       ,NonEssentialShopsPartial                    ,2021-12-26 ,2022-02-17 , 27.500000000000004 ,                   53 ,Business              ,Low
Belgium       ,OutdoorOver100                              ,2021-11-29 ,2022-01-27 , 20.0               ,                   59 ,Gathering             ,Low
Belgium       ,OutdoorOver50                               ,2021-05-08 ,2021-06-08 , 20.0               ,                   31 ,Gathering             ,Low
Belgium       ,OutdoorOver500                              ,2020-07-01 ,2020-10-28 , 20.0               ,                  119 ,Gathering             ,Low
Belgium       ,OutdoorOver500                              ,2021-10-28 ,2021-11-28 , 20.0               ,                   31 ,Gathering             ,Low
Belgium       ,OutdoorOver500                              ,2022-01-28 ,2022-03-06 , 20.0               ,                   37 ,Gathering             ,Low
Belgium       ,PlaceOfWorship                              ,2020-03-13 ,2020-06-07 , 20.0               ,                   86 ,Public Space          ,Low
Belgium       ,PlaceOfWorshipPartial                       ,2020-06-08 ,2020-10-27 , 20.0               ,                  141 ,Public Space          ,Low
Belgium       ,PlaceOfWorshipPartial                       ,2021-03-08 ,2022-03-06 , 20.0               ,                  363 ,Public Space          ,Low
Belgium       ,PrivateGatheringRestrictions                ,2020-07-01 ,2021-03-07 , 60.0               ,                  249 ,Gathering             ,Medium
Belgium       ,PrivateGatheringRestrictions                ,2021-04-26 ,2021-09-01 , 60.0               ,                  128 ,Gathering             ,Medium
Belgium       ,PrivateGatheringRestrictionsPartial         ,2021-03-08 ,2021-03-19 , 30.0               ,                   11 ,Gathering             ,Low
Belgium       ,PrivateGatheringRestrictionsPartial         ,2021-11-20 ,2022-01-27 , 30.0               ,                   68 ,Gathering             ,Low
Belgium       ,QuarantineForInternationalTravellersPartial ,2020-07-08 ,2022-03-06 , 30.0               ,                  606 ,Travel                ,Low
Belgium       ,RegionalStayHomeOrderPartial                ,2020-07-28 ,2020-08-26 , 45.0               ,                   29 ,Lockdown              ,Low
Belgium       ,RestaurantsCafes                            ,2020-04-03 ,2020-06-07 , 20.0               ,                   65 ,Business              ,Low
Belgium       ,RestaurantsCafes                            ,2020-10-19 ,2021-04-25 , 20.0               ,                  188 ,Business              ,Low
Belgium       ,RestaurantsCafesPartial                     ,2020-06-08 ,2020-10-18 , 20.0               ,                  132 ,Business              ,Low
Belgium       ,RestaurantsCafesPartial                     ,2021-04-26 ,2021-08-31 , 20.0               ,                  127 ,Business              ,Low
Belgium       ,RestaurantsCafesPartial                     ,2021-10-28 ,2022-02-17 , 20.0               ,                  112 ,Business              ,Low
Belgium       ,SocialCircle                                ,2020-03-18 ,2021-06-08 , 20.0               ,                  447 ,Social Distancing     ,Low
Belgium       ,SocialCircle                                ,2021-12-26 ,2022-01-01 , 20.0               ,                    6 ,Social Distancing     ,Low
Belgium       ,StayHomeGen                                 ,2020-05-10 ,2020-10-18 , 20.0               ,                  161 ,Lockdown              ,Low
Belgium       ,StayHomeOrder                               ,2020-03-18 ,2020-05-09 ,100.0               ,                   52 ,Lockdown              ,High
Belgium       ,StayHomeOrderPartial                        ,2020-10-19 ,2021-05-07 , 50.0               ,                  200 ,Lockdown              ,Medium
Belgium       ,Teleworking                                 ,2020-03-10 ,2022-07-31 , 20.0               ,                  873 ,Workplace             ,Low
Bulgaria      ,AdaptationOfWorkplace                       ,2020-10-01 ,2021-04-30 , 20.0               ,                  211 ,Workplace             ,Low
Bulgaria      ,AdaptationOfWorkplace                       ,2022-07-22 ,2022-07-31 , 20.0               ,                    9 ,Workplace             ,Low
Bulgaria      ,BanOnAllEvents                              ,2020-03-08 ,2020-05-14 , 75.0               ,                   67 ,Events                ,High
Bulgaria      ,BanOnAllEventsPartial                       ,2020-05-15 ,2020-06-30 , 37.5               ,                   46 ,Events                ,Low
Bulgaria      ,BanOnAllEventsPartial                       ,2021-01-04 ,2021-03-31 , 37.5               ,                   86 ,Events                ,Low
Bulgaria      ,BanOnAllEventsPartial                       ,2021-11-02 ,2022-03-17 , 37.5               ,                  135 ,Events                ,Low
Bulgaria      ,ClosDaycare                                 ,2020-03-13 ,2020-05-21 , 20.0               ,                   69 ,Education             ,Low
Bulgaria      ,ClosDaycare                                 ,2020-11-27 ,2021-01-03 , 20.0               ,                   37 ,Education             ,Low
Bulgaria      ,ClosDaycare                                 ,2021-03-22 ,2021-03-31 , 20.0               ,                    9 ,Education             ,Low
Bulgaria      ,ClosDaycarePartial                          ,2020-05-22 ,2020-06-14 , 20.0               ,                   23 ,Education             ,Low
Bulgaria      ,ClosHigh                                    ,2020-03-13 ,2020-05-31 , 20.0               ,                   79 ,Education             ,Low
Bulgaria      ,ClosHighPartial                             ,2020-06-01 ,2021-05-31 , 20.0               ,                  364 ,Education             ,Low
Bulgaria      ,ClosHighPartial                             ,2021-10-21 ,2022-03-20 , 20.0               ,                  150 ,Education             ,Low
Bulgaria      ,ClosPrim                                    ,2020-03-13 ,2020-09-14 , 20.0               ,                  185 ,Education             ,Low
Bulgaria      ,ClosPrim                                    ,2020-11-27 ,2021-01-03 , 20.0               ,                   37 ,Education             ,Low
Bulgaria      ,ClosPrim                                    ,2021-03-22 ,2021-03-31 , 20.0               ,                    9 ,Education             ,Low
Bulgaria      ,ClosPrimPartial                             ,2021-10-21 ,2021-12-05 , 20.0               ,                   45 ,Education             ,Low
Bulgaria      ,ClosPubAny                                  ,2020-03-13 ,2020-05-17 , 20.0               ,                   65 ,Public Space          ,Low
Bulgaria      ,ClosPubAnyPartial                           ,2020-05-18 ,2020-06-14 , 20.0               ,                   27 ,Public Space          ,Low
Bulgaria      ,ClosPubAnyPartial                           ,2020-10-29 ,2022-03-20 , 20.0               ,                  507 ,Public Space          ,Low
Bulgaria      ,ClosSec                                     ,2020-03-13 ,2020-09-14 , 20.0               ,                  185 ,Education             ,Low
Bulgaria      ,ClosSecPartial                              ,2020-10-29 ,2021-05-31 , 20.0               ,                  214 ,Education             ,Low
Bulgaria      ,ClosSecPartial                              ,2021-10-21 ,2021-12-05 , 20.0               ,                   45 ,Education             ,Low
Bulgaria      ,EntertainmentVenues                         ,2020-03-13 ,2020-05-17 , 20.0               ,                   65 ,Public Space          ,Low
Bulgaria      ,EntertainmentVenues                         ,2021-03-22 ,2021-03-31 , 20.0               ,                    9 ,Public Space          ,Low
Bulgaria      ,EntertainmentVenuesPartial                  ,2020-11-14 ,2021-03-21 , 20.0               ,                  127 ,Public Space          ,Low
Bulgaria      ,EntertainmentVenuesPartial                  ,2021-04-01 ,2022-03-20 , 20.0               ,                  353 ,Public Space          ,Low
Bulgaria      ,GymsSportsCentres                           ,2020-03-13 ,2020-05-17 , 20.0               ,                   65 ,Public Space          ,Low
Bulgaria      ,GymsSportsCentres                           ,2021-03-22 ,2021-03-31 , 20.0               ,                    9 ,Public Space          ,Low
Bulgaria      ,GymsSportsCentresPartial                    ,2020-05-18 ,2020-06-14 , 20.0               ,                   27 ,Public Space          ,Low
Bulgaria      ,GymsSportsCentresPartial                    ,2020-11-27 ,2021-03-21 , 20.0               ,                  114 ,Public Space          ,Low
Bulgaria      ,GymsSportsCentresPartial                    ,2021-04-01 ,2022-02-23 , 20.0               ,                  328 ,Public Space          ,Low
Bulgaria      ,MasksMandatoryAllSpaces                     ,2020-04-12 ,2020-04-30 , 85.0               ,                   18 ,Masks                 ,High
Bulgaria      ,MasksMandatoryAllSpacesPartial              ,2020-05-01 ,2022-03-31 , 42.5               ,                  699 ,Masks                 ,Low
Bulgaria      ,MasksMandatoryClosedSpacesPartial           ,2022-07-18 ,2022-07-31 , 20.0               ,                   13 ,Masks                 ,Low
Bulgaria      ,MasksVoluntaryAllSpaces                     ,2020-03-31 ,2020-04-11 , 20.0               ,                   11 ,Masks                 ,Low
Bulgaria      ,MasksVoluntaryAllSpacesPartial              ,2022-04-01 ,2022-07-17 , 20.0               ,                  107 ,Masks                 ,Low
Bulgaria      ,MassGather50                                ,2020-03-08 ,2020-05-14 , 20.0               ,                   67 ,Gathering             ,Low
Bulgaria      ,MassGather50Partial                         ,2020-05-15 ,2020-06-30 , 20.0               ,                   46 ,Gathering             ,Low
Bulgaria      ,MassGather50Partial                         ,2021-01-04 ,2021-03-31 , 20.0               ,                   86 ,Gathering             ,Low
Bulgaria      ,MassGather50Partial                         ,2021-11-02 ,2022-03-17 , 20.0               ,                  135 ,Gathering             ,Low
Bulgaria      ,MassGatherAll                               ,2020-03-08 ,2020-03-12 , 20.0               ,                    4 ,Gathering             ,Low
Bulgaria      ,MassGatherAllPartial                        ,2020-03-13 ,2020-06-30 , 20.0               ,                  109 ,Gathering             ,Low
Bulgaria      ,MassGatherAllPartial                        ,2021-01-04 ,2021-03-31 , 20.0               ,                   86 ,Gathering             ,Low
Bulgaria      ,MassGatherAllPartial                        ,2021-11-02 ,2022-03-17 , 20.0               ,                  135 ,Gathering             ,Low
Bulgaria      ,NonEssentialShops                           ,2020-03-13 ,2020-05-17 , 55.00000000000001  ,                   65 ,Business              ,Medium
Bulgaria      ,NonEssentialShops                           ,2020-11-27 ,2021-01-31 , 55.00000000000001  ,                   65 ,Business              ,Medium
Bulgaria      ,NonEssentialShopsPartial                    ,2021-03-22 ,2021-03-31 , 27.500000000000004 ,                    9 ,Business              ,Low
Bulgaria      ,NonEssentialShopsPartial                    ,2021-10-21 ,2022-03-20 , 27.500000000000004 ,                  150 ,Business              ,Low
Bulgaria      ,PrivateGatheringRestrictions                ,2020-03-08 ,2020-06-30 , 60.0               ,                  114 ,Gathering             ,Medium
Bulgaria      ,PrivateGatheringRestrictions                ,2020-11-27 ,2021-05-31 , 60.0               ,                  185 ,Gathering             ,Medium
Bulgaria      ,PrivateGatheringRestrictions                ,2021-09-07 ,2022-03-20 , 60.0               ,                  194 ,Gathering             ,Medium
Bulgaria      ,QuarantineForInternationalTravellers        ,2020-03-17 ,2020-07-27 , 60.0               ,                  132 ,Travel                ,Medium
Bulgaria      ,QuarantineForInternationalTravellers        ,2020-08-01 ,2020-11-30 , 60.0               ,                  121 ,Travel                ,Medium
Bulgaria      ,QuarantineForInternationalTravellersPartial ,2020-07-28 ,2020-07-31 , 30.0               ,                    3 ,Travel                ,Low
Bulgaria      ,QuarantineForInternationalTravellersPartial ,2020-12-01 ,2022-04-30 , 30.0               ,                  515 ,Travel                ,Low
Bulgaria      ,RestaurantsCafes                            ,2020-03-13 ,2020-05-31 , 20.0               ,                   79 ,Business              ,Low
Bulgaria      ,RestaurantsCafes                            ,2020-11-27 ,2021-02-28 , 20.0               ,                   93 ,Business              ,Low
Bulgaria      ,RestaurantsCafes                            ,2021-03-22 ,2021-03-31 , 20.0               ,                    9 ,Business              ,Low
Bulgaria      ,RestaurantsCafesPartial                     ,2020-10-29 ,2020-11-26 , 20.0               ,                   28 ,Business              ,Low
Bulgaria      ,RestaurantsCafesPartial                     ,2021-03-01 ,2021-03-21 , 20.0               ,                   20 ,Business              ,Low
Bulgaria      ,RestaurantsCafesPartial                     ,2021-04-01 ,2022-03-20 , 20.0               ,                  353 ,Business              ,Low
Bulgaria      ,StayHomeGen                                 ,2020-02-24 ,2020-03-11 , 20.0               ,                   16 ,Lockdown              ,Low
Bulgaria      ,Teleworking                                 ,2020-03-13 ,2020-03-29 , 20.0               ,                   16 ,Workplace             ,Low
Bulgaria      ,Teleworking                                 ,2022-07-22 ,2022-07-31 , 20.0               ,                    9 ,Workplace             ,Low
Bulgaria      ,TeleworkingPartial                          ,2020-11-14 ,2021-04-30 , 20.0               ,                  167 ,Workplace             ,Low
Bulgaria      ,TeleworkingPartial                          ,2021-08-20 ,2022-02-23 , 20.0               ,                  187 ,Workplace             ,Low
Croatia       ,AdaptationOfWorkplacePartial                ,2020-11-28 ,2022-04-08 , 20.0               ,                  496 ,Workplace             ,Low
Croatia       ,BanOnAllEvents                              ,2020-03-19 ,2020-05-04 , 75.0               ,                   46 ,Events                ,High
Croatia       ,ClosDaycare                                 ,2020-03-16 ,2020-05-10 , 20.0               ,                   55 ,Education             ,Low
Croatia       ,ClosHigh                                    ,2020-03-16 ,2020-06-17 , 20.0               ,                   93 ,Education             ,Low
Croatia       ,ClosPrim                                    ,2020-03-16 ,2020-05-10 , 20.0               ,                   55 ,Education             ,Low
Croatia       ,ClosPrimPartial                             ,2020-05-11 ,2020-06-17 , 20.0               ,                   37 ,Education             ,Low
Croatia       ,ClosPubAnyPartial                           ,2020-03-19 ,2022-04-08 , 20.0               ,                  750 ,Public Space          ,Low
Croatia       ,ClosSec                                     ,2020-03-16 ,2020-06-17 , 20.0               ,                   93 ,Education             ,Low
Croatia       ,ClosureOfPublicTransport                    ,2020-03-22 ,2020-04-27 , 70.0               ,                   36 ,Transport             ,Medium
Croatia       ,ClosureOfPublicTransportPartial             ,2020-11-28 ,2022-04-08 , 35.0               ,                  496 ,Transport             ,Low
Croatia       ,EntertainmentVenuesPartial                  ,2020-03-19 ,2020-05-28 , 20.0               ,                   70 ,Public Space          ,Low
Croatia       ,EntertainmentVenuesPartial                  ,2020-11-28 ,2021-12-21 , 20.0               ,                  388 ,Public Space          ,Low
