Country       ,Response_measure                            ,date_start ,date_end   ,stringency_score    ,intervention_duration ,intervention_category ,stringency_category
Romania       ,ClosHigh                                    ,2020-03-16 ,2020-06-14 , 20.0               ,                   90 ,Education             ,Low
Romania       ,ClosHigh                                    ,2021-10-25 ,2021-11-05 , 20.0               ,                   11 ,Education             ,Low
Romania       ,ClosHighPartial                             ,2020-08-31 ,2021-03-05 , 20.0               ,                  186 ,Education             ,Low
Romania       ,ClosPrim                                    ,2020-03-16 ,2020-06-14 , 20.0               ,                   90 ,Education             ,Low
Romania       ,ClosPrim                                    ,2020-11-09 ,2020-12-23 , 20.0               ,                   44 ,Education             ,Low
Romania       ,ClosPrim                                    ,2021-01-11 ,2021-02-07 , 20.0               ,                   27 ,Education             ,Low
Romania       ,ClosPrim                                    ,2021-10-25 ,2021-11-05 , 20.0               ,                   11 ,Education             ,Low
Romania       ,ClosPrimPartial                             ,2020-06-15 ,2020-09-14 , 20.0               ,                   91 ,Education             ,Low
Romania       ,ClosPubAny                                  ,2020-03-18 ,2020-05-13 , 20.0               ,                   56 ,Public Space          ,Low
Romania       ,ClosPubAnyPartial                           ,2020-05-14 ,2022-03-08 , 20.0               ,                  663 ,Public Space          ,Low
Romania       ,ClosSec                                     ,2020-03-16 ,2020-06-01 , 20.0               ,                   77 ,Education             ,Low
Romania       ,ClosSec                                     ,2020-11-09 ,2020-12-23 , 20.0               ,                   44 ,Education             ,Low
Romania       ,ClosSec                                     ,2021-01-11 ,2021-02-07 , 20.0               ,                   27 ,Education             ,Low
Romania       ,ClosSec                                     ,2021-10-25 ,2021-11-05 , 20.0               ,                   11 ,Education             ,Low
Romania       ,ClosSecPartial                              ,2020-06-02 ,2020-09-13 , 20.0               ,                  103 ,Education             ,Low
Romania       ,ClosSecPartial                              ,2021-02-08 ,2021-09-01 , 20.0               ,                  205 ,Education             ,Low
Romania       ,EntertainmentVenues                         ,2020-03-18 ,2020-05-13 , 20.0               ,                   56 ,Public Space          ,Low
Romania       ,EntertainmentVenuesPartial                  ,2020-05-14 ,2022-03-08 , 20.0               ,                  663 ,Public Space          ,Low
Romania       ,GymsSportsCentres                           ,2020-03-18 ,2020-05-30 , 20.0               ,                   73 ,Public Space          ,Low
Romania       ,GymsSportsCentresPartial                    ,2020-05-31 ,2020-06-14 , 20.0               ,                   14 ,Public Space          ,Low
Romania       ,GymsSportsCentresPartial                    ,2021-03-25 ,2022-03-08 , 20.0               ,                  348 ,Public Space          ,Low
Romania       ,HotelsOtherAccommodation                    ,2020-03-18 ,2020-05-15 , 20.0               ,                   58 ,Business              ,Low
Romania       ,HotelsOtherAccommodationPartial             ,2021-05-15 ,2021-06-30 , 20.0               ,                   46 ,Business              ,Low
Romania       ,IndoorOver100                               ,2021-06-09 ,2021-06-30 , 20.0               ,                   21 ,Gathering             ,Low
Romania       ,IndoorOver50                                ,2020-09-01 ,2021-06-08 , 20.0               ,                  280 ,Gathering             ,Low
Romania       ,IndoorOver500                               ,2021-07-01 ,2022-03-08 , 20.0               ,                  250 ,Gathering             ,Low
Romania       ,MasksMandatoryAllSpaces                     ,2020-08-01 ,2021-05-14 , 85.0               ,                  286 ,Masks                 ,High
Romania       ,MasksMandatoryAllSpaces                     ,2021-10-25 ,2022-03-08 , 85.0               ,                  134 ,Masks                 ,High
Romania       ,MasksMandatoryAllSpacesPartial              ,2021-05-15 ,2021-10-24 , 42.5               ,                  162 ,Masks                 ,Low
Romania       ,MasksMandatoryClosedSpaces                  ,2020-05-15 ,2020-07-31 , 20.0               ,                   77 ,Masks                 ,Low
Romania       ,MassGather50                                ,2020-09-01 ,2021-06-08 , 20.0               ,                  280 ,Gathering             ,Low
Romania       ,MassGatherAll                               ,2020-03-18 ,2021-05-31 , 20.0               ,                  439 ,Gathering             ,Low
Romania       ,MassGatherAllPartial                        ,2021-06-01 ,2022-03-08 , 20.0               ,                  280 ,Gathering             ,Low
Romania       ,NonEssentialShops                           ,2020-03-22 ,2020-05-13 , 55.00000000000001  ,                   52 ,Business              ,Medium
Romania       ,NonEssentialShopsPartial                    ,2020-05-14 ,2020-06-14 , 27.500000000000004 ,                   31 ,Business              ,Low
Romania       ,NonEssentialShopsPartial                    ,2020-11-05 ,2021-05-14 , 27.500000000000004 ,                  190 ,Business              ,Low
Romania       ,NonEssentialShopsPartial                    ,2021-06-09 ,2022-03-08 , 27.500000000000004 ,                  272 ,Business              ,Low
Romania       ,OutdoorOver1000                             ,2021-06-01 ,2022-03-08 , 20.0               ,                  280 ,Gathering             ,Low
Romania       ,OutdoorOver500                              ,2020-03-18 ,2020-08-31 , 20.0               ,                  166 ,Gathering             ,Low
Romania       ,OutdoorOver500                              ,2021-05-15 ,2021-05-31 , 20.0               ,                   16 ,Gathering             ,Low
Romania       ,PlaceOfWorship                              ,2020-03-18 ,2020-05-14 , 20.0               ,                   57 ,Public Space          ,Low
Romania       ,PlaceOfWorshipPartial                       ,2020-05-15 ,2022-03-08 , 20.0               ,                  662 ,Public Space          ,Low
Romania       ,PrivateGatheringRestrictions                ,2020-03-22 ,2022-03-08 , 60.0               ,                  716 ,Gathering             ,Medium
Romania       ,QuarantineForInternationalTravellers        ,2020-03-25 ,2020-08-16 , 60.0               ,                  144 ,Travel                ,Medium
Romania       ,QuarantineForInternationalTravellersPartial ,2020-08-17 ,2022-03-08 , 30.0               ,                  568 ,Travel                ,Low
Romania       ,RestaurantsCafes                            ,2020-03-18 ,2020-05-31 , 20.0               ,                   74 ,Business              ,Low
Romania       ,RestaurantsCafesPartial                     ,2020-06-01 ,2022-03-08 , 20.0               ,                  645 ,Business              ,Low
Romania       ,StayHomeOrderPartial                        ,2020-03-22 ,2020-05-13 , 50.0               ,                   52 ,Lockdown              ,Medium
Romania       ,StayHomeOrderPartial                        ,2020-11-09 ,2021-05-14 , 50.0               ,                  186 ,Lockdown              ,Medium
Romania       ,StayHomeOrderPartial                        ,2021-10-25 ,2022-03-08 , 50.0               ,                  134 ,Lockdown              ,Medium
Romania       ,StayHomeRiskG                               ,2020-03-25 ,2020-05-14 , 20.0               ,                   50 ,Lockdown              ,Low
Romania       ,Teleworking                                 ,2020-03-16 ,2021-10-24 , 20.0               ,                  587 ,Workplace             ,Low
Romania       ,TeleworkingPartial                          ,2021-10-25 ,2022-03-08 , 20.0               ,                  134 ,Workplace             ,Low
Slovakia      ,AdaptationOfWorkplacePartial                ,2021-11-29 ,2022-02-04 , 20.0               ,                   67 ,Workplace             ,Low
Slovakia      ,BanOnAllEvents                              ,2020-03-10 ,2020-06-02 , 75.0               ,                   84 ,Events                ,High
Slovakia      ,BanOnAllEventsPartial                       ,2020-11-02 ,2021-08-15 , 37.5               ,                  286 ,Events                ,Low
Slovakia      ,BanOnAllEventsPartial                       ,2021-11-25 ,2022-03-13 , 37.5               ,                  108 ,Events                ,Low
Slovakia      ,ClosDaycare                                 ,2020-03-16 ,2020-05-31 , 20.0               ,                   76 ,Education             ,Low
Slovakia      ,ClosDaycarePartial                          ,2020-06-01 ,2020-06-30 , 20.0               ,                   29 ,Education             ,Low
Slovakia      ,ClosHigh                                    ,2020-03-16 ,2020-06-09 , 20.0               ,                   85 ,Education             ,Low
Slovakia      ,ClosHighPartial                             ,2020-06-10 ,2021-08-30 , 20.0               ,                  446 ,Education             ,Low
Slovakia      ,ClosPrim                                    ,2020-03-16 ,2020-05-31 , 20.0               ,                   76 ,Education             ,Low
Slovakia      ,ClosPrim                                    ,2020-10-26 ,2020-11-15 , 20.0               ,                   20 ,Education             ,Low
Slovakia      ,ClosPrim                                    ,2021-01-11 ,2021-02-07 , 20.0               ,                   27 ,Education             ,Low
Slovakia      ,ClosPrimPartial                             ,2020-06-01 ,2020-06-30 , 20.0               ,                   29 ,Education             ,Low
Slovakia      ,ClosPrimPartial                             ,2020-11-16 ,2020-12-06 , 20.0               ,                   20 ,Education             ,Low
Slovakia      ,ClosPrimPartial                             ,2021-02-15 ,2021-04-11 , 20.0               ,                   55 ,Education             ,Low
Slovakia      ,ClosPubAnyPartial                           ,2020-03-12 ,2022-03-13 , 20.0               ,                  731 ,Public Space          ,Low
Slovakia      ,ClosSec                                     ,2020-03-16 ,2020-05-31 , 20.0               ,                   76 ,Education             ,Low
Slovakia      ,ClosSec                                     ,2020-10-26 ,2020-11-15 , 20.0               ,                   20 ,Education             ,Low
Slovakia      ,ClosSec                                     ,2021-01-11 ,2021-02-07 , 20.0               ,                   27 ,Education             ,Low
Slovakia      ,ClosSecPartial                              ,2020-06-01 ,2020-06-30 , 20.0               ,                   29 ,Education             ,Low
Slovakia      ,ClosSecPartial                              ,2020-11-16 ,2020-12-06 , 20.0               ,                   20 ,Education             ,Low
Slovakia      ,ClosSecPartial                              ,2021-02-08 ,2021-05-16 , 20.0               ,                   97 ,Education             ,Low
Slovakia      ,ClosSecPartial                              ,2021-06-01 ,2021-09-01 , 20.0               ,                   92 ,Education             ,Low
Slovakia      ,EntertainmentVenues                         ,2020-03-16 ,2020-05-20 , 20.0               ,                   65 ,Public Space          ,Low
Slovakia      ,EntertainmentVenues                         ,2020-10-15 ,2020-11-15 , 20.0               ,                   31 ,Public Space          ,Low
Slovakia      ,EntertainmentVenues                         ,2020-12-19 ,2021-04-26 , 20.0               ,                  128 ,Public Space          ,Low
Slovakia      ,EntertainmentVenues                         ,2021-11-25 ,2021-12-16 , 20.0               ,                   21 ,Public Space          ,Low
Slovakia      ,EntertainmentVenuesPartial                  ,2020-11-16 ,2020-12-18 , 20.0               ,                   32 ,Public Space          ,Low
Slovakia      ,EntertainmentVenuesPartial                  ,2021-04-27 ,2021-11-24 , 20.0               ,                  211 ,Public Space          ,Low
Slovakia      ,EntertainmentVenuesPartial                  ,2021-12-17 ,2022-03-13 , 20.0               ,                   86 ,Public Space          ,Low
Slovakia      ,GymsSportsCentres                           ,2020-03-16 ,2020-05-20 , 20.0               ,                   65 ,Public Space          ,Low
Slovakia      ,GymsSportsCentres                           ,2020-10-15 ,2020-11-15 , 20.0               ,                   31 ,Public Space          ,Low
Slovakia      ,GymsSportsCentres                           ,2020-12-19 ,2021-04-25 , 20.0               ,                  127 ,Public Space          ,Low
Slovakia      ,GymsSportsCentres                           ,2021-11-25 ,2021-12-16 , 20.0               ,                   21 ,Public Space          ,Low
Slovakia      ,GymsSportsCentresPartial                    ,2020-11-16 ,2020-12-18 , 20.0               ,                   32 ,Public Space          ,Low
Slovakia      ,GymsSportsCentresPartial                    ,2021-04-26 ,2021-11-24 , 20.0               ,                  212 ,Public Space          ,Low
Slovakia      ,GymsSportsCentresPartial                    ,2021-12-17 ,2022-03-13 , 20.0               ,                   86 ,Public Space          ,Low
Slovakia      ,HotelsOtherAccommodation                    ,2021-01-01 ,2021-01-10 , 20.0               ,                    9 ,Business              ,Low
Slovakia      ,HotelsOtherAccommodationPartial             ,2020-03-12 ,2020-05-20 , 20.0               ,                   69 ,Business              ,Low
Slovakia      ,HotelsOtherAccommodationPartial             ,2020-12-14 ,2020-12-31 , 20.0               ,                   17 ,Business              ,Low
Slovakia      ,HotelsOtherAccommodationPartial             ,2021-01-11 ,2022-03-13 , 20.0               ,                  426 ,Business              ,Low
Slovakia      ,IndoorOver100                               ,2020-06-03 ,2020-06-14 , 20.0               ,                   11 ,Gathering             ,Low
Slovakia      ,IndoorOver1000                              ,2020-06-15 ,2020-08-31 , 20.0               ,                   77 ,Gathering             ,Low
Slovakia      ,IndoorOver500                               ,2020-09-01 ,2020-09-30 , 20.0               ,                   29 ,Gathering             ,Low
Slovakia      ,MasksMandatoryAllSpaces                     ,2020-03-25 ,2020-06-09 , 85.0               ,                   76 ,Masks                 ,High
Slovakia      ,MasksMandatoryAllSpacesPartial              ,2020-10-01 ,2022-04-20 , 42.5               ,                  566 ,Masks                 ,Low
Slovakia      ,MasksMandatoryClosedSpaces                  ,2020-06-10 ,2020-09-30 , 20.0               ,                  112 ,Masks                 ,Low
Slovakia      ,MassGather50                                ,2020-03-10 ,2020-06-02 , 20.0               ,                   84 ,Gathering             ,Low
Slovakia      ,MassGather50Partial                         ,2020-11-02 ,2021-08-15 , 20.0               ,                  286 ,Gathering             ,Low
Slovakia      ,MassGather50Partial                         ,2021-11-25 ,2022-03-13 , 20.0               ,                  108 ,Gathering             ,Low
Slovakia      ,MassGatherAll                               ,2020-03-10 ,2020-09-30 , 20.0               ,                  204 ,Gathering             ,Low
Slovakia      ,MassGatherAllPartial                        ,2020-11-02 ,2021-08-15 , 20.0               ,                  286 ,Gathering             ,Low
Slovakia      ,MassGatherAllPartial                        ,2021-11-25 ,2022-03-13 , 20.0               ,                  108 ,Gathering             ,Low
Slovakia      ,NonEssentialShops                           ,2020-03-16 ,2020-04-21 , 55.00000000000001  ,                   36 ,Business              ,Medium
Slovakia      ,NonEssentialShops                           ,2020-12-21 ,2021-04-18 , 55.00000000000001  ,                  118 ,Business              ,Medium
Slovakia      ,NonEssentialShops                           ,2021-11-25 ,2021-12-09 , 55.00000000000001  ,                   14 ,Business              ,Medium
Slovakia      ,NonEssentialShopsPartial                    ,2020-04-22 ,2020-05-19 , 27.500000000000004 ,                   27 ,Business              ,Low
Slovakia      ,NonEssentialShopsPartial                    ,2020-10-01 ,2020-12-20 , 27.500000000000004 ,                   80 ,Business              ,Low
Slovakia      ,NonEssentialShopsPartial                    ,2021-04-19 ,2021-11-24 , 27.500000000000004 ,                  219 ,Business              ,Low
Slovakia      ,NonEssentialShopsPartial                    ,2021-12-10 ,2022-02-14 , 27.500000000000004 ,                   66 ,Business              ,Low
Slovakia      ,OutdoorOver100                              ,2020-06-03 ,2020-06-14 , 20.0               ,                   11 ,Gathering             ,Low
Slovakia      ,OutdoorOver1000                             ,2020-06-15 ,2020-09-30 , 20.0               ,                  107 ,Gathering             ,Low
Slovakia      ,PlaceOfWorshipPartial                       ,2021-01-01 ,2022-03-13 , 20.0               ,                  436 ,Public Space          ,Low
Slovakia      ,PrivateGatheringRestrictionsPartial         ,2021-11-25 ,2022-03-13 , 30.0               ,                  108 ,Gathering             ,Low
Slovakia      ,QuarantineForInternationalTravellersPartial ,2020-03-12 ,2022-04-05 , 30.0               ,                  754 ,Travel                ,Low
Slovakia      ,RestaurantsCafes                            ,2020-03-24 ,2020-05-19 , 20.0               ,                   56 ,Business              ,Low
Slovakia      ,RestaurantsCafes                            ,2020-12-19 ,2021-04-25 , 20.0               ,                  127 ,Business              ,Low
Slovakia      ,RestaurantsCafesPartial                     ,2020-03-12 ,2020-03-23 , 20.0               ,                   11 ,Business              ,Low
Slovakia      ,RestaurantsCafesPartial                     ,2020-05-20 ,2020-12-18 , 20.0               ,                  212 ,Business              ,Low
Slovakia      ,RestaurantsCafesPartial                     ,2021-04-26 ,2022-03-13 , 20.0               ,                  321 ,Business              ,Low
Slovakia      ,StayHomeOrderPartial                        ,2020-11-02 ,2020-11-14 , 50.0               ,                   12 ,Lockdown              ,Medium
Slovakia      ,StayHomeOrderPartial                        ,2021-01-01 ,2021-05-15 , 50.0               ,                  134 ,Lockdown              ,Medium
Slovakia      ,StayHomeOrderPartial                        ,2021-11-25 ,2021-12-09 , 50.0               ,                   14 ,Lockdown              ,Medium
Slovakia      ,StayHomeOrderPartial                        ,2021-12-17 ,2022-01-09 , 50.0               ,                   23 ,Lockdown              ,Medium
Slovakia      ,Teleworking                                 ,2020-04-04 ,2021-04-17 , 20.0               ,                  378 ,Workplace             ,Low
Slovakia      ,TeleworkingPartial                          ,2021-04-18 ,2022-01-18 , 20.0               ,                  275 ,Workplace             ,Low
Slovenia      ,BanOnAllEvents                              ,2020-03-20 ,2020-05-17 , 75.0               ,                   58 ,Events                ,High
Slovenia      ,BanOnAllEvents                              ,2020-10-17 ,2021-04-18 , 75.0               ,                  183 ,Events                ,High
Slovenia      ,BanOnAllEvents                              ,2021-04-23 ,2021-05-22 , 75.0               ,                   29 ,Events                ,High
Slovenia      ,BanOnAllEvents                              ,2021-11-08 ,2022-02-20 , 75.0               ,                  104 ,Events                ,High
Slovenia      ,ClosDaycare                                 ,2020-03-12 ,2020-05-17 , 20.0               ,                   66 ,Education             ,Low
Slovenia      ,ClosDaycare                                 ,2020-10-26 ,2021-02-02 , 20.0               ,                   99 ,Education             ,Low
Slovenia      ,ClosDaycare                                 ,2021-04-01 ,2021-04-11 , 20.0               ,                   10 ,Education             ,Low
Slovenia      ,ClosDaycarePartial                          ,2020-05-18 ,2020-06-01 , 20.0               ,                   14 ,Education             ,Low
Slovenia      ,ClosHigh                                    ,2020-03-12 ,2020-10-14 , 20.0               ,                  216 ,Education             ,Low
Slovenia      ,ClosHigh                                    ,2020-10-24 ,2021-01-25 , 20.0               ,                   93 ,Education             ,Low
Slovenia      ,ClosHigh                                    ,2021-04-01 ,2021-04-25 , 20.0               ,                   24 ,Education             ,Low
Slovenia      ,ClosHighPartial                             ,2020-10-15 ,2020-10-23 , 20.0               ,                    8 ,Education             ,Low
Slovenia      ,ClosHighPartial                             ,2021-01-26 ,2021-03-31 , 20.0               ,                   64 ,Education             ,Low
Slovenia      ,ClosPrim                                    ,2020-03-12 ,2020-05-17 , 20.0               ,                   66 ,Education             ,Low
Slovenia      ,ClosPrim                                    ,2020-10-26 ,2021-02-14 , 20.0               ,                  111 ,Education             ,Low
Slovenia      ,ClosPrim                                    ,2021-04-01 ,2021-04-11 , 20.0               ,                   10 ,Education             ,Low
Slovenia      ,ClosPrimPartial                             ,2020-05-18 ,2020-06-02 , 20.0               ,                   15 ,Education             ,Low
Slovenia      ,ClosPubAny                                  ,2020-03-14 ,2020-04-28 , 20.0               ,                   45 ,Public Space          ,Low
Slovenia      ,ClosPubAny                                  ,2021-02-15 ,2021-03-19 , 20.0               ,                   32 ,Public Space          ,Low
Slovenia      ,ClosPubAny                                  ,2021-04-01 ,2021-04-11 , 20.0               ,                   10 ,Public Space          ,Low
Slovenia      ,ClosPubAnyPartial                           ,2020-04-29 ,2021-02-14 , 20.0               ,                  291 ,Public Space          ,Low
Slovenia      ,ClosPubAnyPartial                           ,2021-03-20 ,2021-03-31 , 20.0               ,                   11 ,Public Space          ,Low
Slovenia      ,ClosPubAnyPartial                           ,2021-04-12 ,2022-07-31 , 20.0               ,                  475 ,Public Space          ,Low
Slovenia      ,ClosSec                                     ,2020-03-12 ,2020-05-17 , 20.0               ,                   66 ,Education             ,Low
Slovenia      ,ClosSec                                     ,2020-06-01 ,2020-06-22 , 20.0               ,                   21 ,Education             ,Low
Slovenia      ,ClosSec                                     ,2020-10-19 ,2021-02-14 , 20.0               ,                  118 ,Education             ,Low
Slovenia      ,ClosSec                                     ,2021-04-01 ,2021-04-11 , 20.0               ,                   10 ,Education             ,Low
Slovenia      ,ClosureOfPublicTransport                    ,2020-03-14 ,2020-04-30 , 70.0               ,                   47 ,Transport             ,Medium
Slovenia      ,ClosureOfPublicTransport                    ,2020-11-16 ,2020-12-15 , 70.0               ,                   29 ,Transport             ,Medium
Slovenia      ,ClosureOfPublicTransportPartial             ,2022-01-10 ,2022-05-13 , 35.0               ,                  123 ,Transport             ,Low
Slovenia      ,EntertainmentVenues                         ,2020-03-16 ,2020-04-28 , 20.0               ,                   43 ,Public Space          ,Low
Slovenia      ,EntertainmentVenues                         ,2021-04-01 ,2021-04-11 , 20.0               ,                   10 ,Public Space          ,Low
Slovenia      ,EntertainmentVenuesPartial                  ,2020-04-29 ,2020-12-18 , 20.0               ,                  233 ,Public Space          ,Low
Slovenia      ,EntertainmentVenuesPartial                  ,2021-01-09 ,2021-01-15 , 20.0               ,                    6 ,Public Space          ,Low
Slovenia      ,EntertainmentVenuesPartial                  ,2021-03-20 ,2021-03-31 , 20.0               ,                   11 ,Public Space          ,Low
Slovenia      ,EntertainmentVenuesPartial                  ,2021-04-12 ,2022-05-29 , 20.0               ,                  412 ,Public Space          ,Low
Slovenia      ,GymsSportsCentres                           ,2020-03-15 ,2020-05-17 , 20.0               ,                   63 ,Public Space          ,Low
Slovenia      ,GymsSportsCentres                           ,2021-04-01 ,2021-05-16 , 20.0               ,                   45 ,Public Space          ,Low
Slovenia      ,GymsSportsCentresPartial                    ,2020-05-18 ,2020-06-01 , 20.0               ,                   14 ,Public Space          ,Low
Slovenia      ,GymsSportsCentresPartial                    ,2021-05-17 ,2022-03-20 , 20.0               ,                  307 ,Public Space          ,Low
Slovenia      ,IndoorOver100                               ,2020-03-10 ,2020-03-19 , 20.0               ,                    9 ,Gathering             ,Low
Slovenia      ,IndoorOver100                               ,2020-05-18 ,2020-05-31 , 20.0               ,                   13 ,Gathering             ,Low
Slovenia      ,IndoorOver100                               ,2021-04-19 ,2021-04-22 , 20.0               ,                    3 ,Gathering             ,Low
Slovenia      ,IndoorOver100                               ,2021-06-21 ,2021-11-07 , 20.0               ,                  139 ,Gathering             ,Low
Slovenia      ,IndoorOver1000                              ,2022-02-21 ,2022-07-31 , 20.0               ,                  160 ,Gathering             ,Low
Slovenia      ,IndoorOver50                                ,2021-05-23 ,2021-06-20 , 20.0               ,                   28 ,Gathering             ,Low
Slovenia      ,IndoorOver500                               ,2020-03-07 ,2020-03-09 , 20.0               ,                    2 ,Gathering             ,Low
Slovenia      ,MasksMandatoryClosedSpaces                  ,2020-03-30 ,2020-06-11 , 20.0               ,                   73 ,Masks                 ,Low
Slovenia      ,MasksMandatoryClosedSpacesPartial           ,2020-06-25 ,2022-04-13 , 20.0               ,                  657 ,Masks                 ,Low
Slovenia      ,MassGather50                                ,2020-03-20 ,2020-05-31 , 20.0               ,                   72 ,Gathering             ,Low
Slovenia      ,MassGather50                                ,2020-10-17 ,2021-04-18 , 20.0               ,                  183 ,Gathering             ,Low
Slovenia      ,MassGather50                                ,2021-04-23 ,2021-06-20 , 20.0               ,                   58 ,Gathering             ,Low
Slovenia      ,MassGather50                                ,2021-11-08 ,2022-02-20 , 20.0               ,                  104 ,Gathering             ,Low
Slovenia      ,MassGatherAll                               ,2020-03-07 ,2020-06-14 , 20.0               ,                   99 ,Gathering             ,Low
Slovenia      ,MassGatherAll                               ,2020-10-17 ,2022-07-31 , 20.0               ,                  652 ,Gathering             ,Low
Slovenia      ,NonEssentialShops                           ,2020-03-16 ,2020-05-17 , 55.00000000000001  ,                   62 ,Business              ,Medium
Slovenia      ,NonEssentialShops                           ,2021-04-01 ,2021-04-11 , 55.00000000000001  ,                   10 ,Business              ,Medium
Slovenia      ,NonEssentialShopsPartial                    ,2020-10-24 ,2021-02-14 , 27.500000000000004 ,                  113 ,Business              ,Low
Slovenia      ,NonEssentialShopsPartial                    ,2021-05-24 ,2022-05-30 , 27.500000000000004 ,                  371 ,Business              ,Low
Slovenia      ,OutdoorOver100                              ,2021-04-19 ,2021-04-22 , 20.0               ,                    3 ,Gathering             ,Low
Slovenia      ,OutdoorOver100                              ,2021-06-21 ,2021-11-07 , 20.0               ,                  139 ,Gathering             ,Low
Slovenia      ,OutdoorOver1000                             ,2022-02-21 ,2022-07-31 , 20.0               ,                  160 ,Gathering             ,Low
Slovenia      ,OutdoorOver50                               ,2020-05-18 ,2020-05-31 , 20.0               ,                   13 ,Gathering             ,Low
Slovenia      ,OutdoorOver50                               ,2021-05-23 ,2021-06-20 , 20.0               ,                   28 ,Gathering             ,Low
Slovenia      ,OutdoorOver500                              ,2020-03-10 ,2020-03-17 , 20.0               ,                    7 ,Gathering             ,Low
Slovenia      ,OutdoorOver500                              ,2020-06-01 ,2020-06-14 , 20.0               ,                   13 ,Gathering             ,Low
Slovenia      ,PlaceOfWorship                              ,2021-04-01 ,2021-04-11 , 20.0               ,                   10 ,Public Space          ,Low
Slovenia      ,PlaceOfWorshipPartial                       ,2021-04-12 ,2022-07-31 , 20.0               ,                  475 ,Public Space          ,Low
Slovenia      ,PrivateGatheringRestrictions                ,2020-03-19 ,2020-05-17 , 60.0               ,                   59 ,Gathering             ,Medium
Slovenia      ,PrivateGatheringRestrictions                ,2020-11-13 ,2021-04-11 , 60.0               ,                  149 ,Gathering             ,Medium
Slovenia      ,PrivateGatheringRestrictionsPartial         ,2020-10-14 ,2020-11-12 , 30.0               ,                   29 ,Gathering             ,Low
Slovenia      ,PrivateGatheringRestrictionsPartial         ,2021-04-12 ,2022-02-20 , 30.0               ,                  314 ,Gathering             ,Low
Slovenia      ,QuarantineForInternationalTravellers        ,2020-04-04 ,2022-02-18 , 60.0               ,                  685 ,Travel                ,Medium
Slovenia      ,RestaurantsCafes                            ,2020-03-15 ,2020-05-17 , 20.0               ,                   63 ,Business              ,Low
Slovenia      ,RestaurantsCafes                            ,2021-02-15 ,2021-04-25 , 20.0               ,                   69 ,Business              ,Low
Slovenia      ,RestaurantsCafesPartial                     ,2020-09-21 ,2021-02-14 , 20.0               ,                  146 ,Business              ,Low
Slovenia      ,RestaurantsCafesPartial                     ,2021-04-26 ,2022-02-21 , 20.0               ,                  301 ,Business              ,Low
Slovenia      ,StayHomeOrderPartial                        ,2020-10-20 ,2021-04-12 , 50.0               ,                  174 ,Lockdown              ,Medium
Slovenia      ,Teleworking                                 ,2020-03-04 ,2022-05-14 , 20.0               ,                  801 ,Workplace             ,Low
Slovenia      ,WorkplaceClosures                           ,2020-03-15 ,2020-05-04 , 80.0               ,                   50 ,Workplace             ,High
Spain         ,AdaptationOfWorkplacePartial                ,2020-03-09 ,2020-05-19 , 20.0               ,                   71 ,Workplace             ,Low
Spain         ,BanOnAllEvents                              ,2020-03-14 ,2020-05-17 , 75.0               ,                   64 ,Events                ,High
Spain         ,BanOnAllEvents                              ,2020-12-23 ,2021-01-05 , 75.0               ,                   13 ,Events                ,High
Spain         ,BanOnAllEvents                              ,2021-03-17 ,2021-03-21 , 75.0               ,                    4 ,Events                ,High
Spain         ,BanOnAllEvents                              ,2021-03-26 ,2021-04-09 , 75.0               ,                   14 ,Events                ,High
Spain         ,ClosDaycare                                 ,2020-03-12 ,2020-08-27 , 20.0               ,                  168 ,Education             ,Low
Spain         ,ClosHigh                                    ,2020-03-14 ,2020-08-27 , 20.0               ,                  166 ,Education             ,Low
Spain         ,ClosPrim                                    ,2020-03-12 ,2020-08-27 , 20.0               ,                  168 ,Education             ,Low
Spain         ,ClosPubAnyPartial                           ,2020-03-14 ,2020-06-21 , 20.0               ,                   99 ,Public Space          ,Low
Spain         ,ClosPubAnyPartial                           ,2020-08-14 ,2021-05-08 , 20.0               ,                  267 ,Public Space          ,Low
Spain         ,ClosPubAnyPartial                           ,2021-08-04 ,2022-03-31 , 20.0               ,                  239 ,Public Space          ,Low
Spain         ,ClosSec                                     ,2020-03-12 ,2020-08-27 , 20.0               ,                  168 ,Education             ,Low
Spain         ,ClosureOfPublicTransportPartial             ,2020-03-14 ,2020-06-21 , 35.0               ,                   99 ,Transport             ,Low
Spain         ,EntertainmentVenues                         ,2020-03-14 ,2020-05-21 , 20.0               ,                   68 ,Public Space          ,Low
Spain         ,EntertainmentVenues                         ,2020-08-14 ,2021-05-08 , 20.0               ,                  267 ,Public Space          ,Low
Spain         ,EntertainmentVenuesPartial                  ,2020-05-22 ,2020-06-21 , 20.0               ,                   30 ,Public Space          ,Low
Spain         ,GymsSportsCentres                           ,2020-03-14 ,2020-04-23 , 20.0               ,                   40 ,Public Space          ,Low
Spain         ,GymsSportsCentresPartial                    ,2020-04-24 ,2020-06-21 , 20.0               ,                   58 ,Public Space          ,Low
Spain         ,GymsSportsCentresPartial                    ,2020-10-01 ,2021-05-08 , 20.0               ,                  219 ,Public Space          ,Low
Spain         ,GymsSportsCentresPartial                    ,2021-08-04 ,2022-03-31 , 20.0               ,                  239 ,Public Space          ,Low
Spain         ,HotelsOtherAccommodation                    ,2020-03-14 ,2020-05-21 , 20.0               ,                   68 ,Business              ,Low
Spain         ,HotelsOtherAccommodationPartial             ,2020-05-22 ,2020-06-21 , 20.0               ,                   30 ,Business              ,Low
