,country,date,weekly_count,indicator,stringency_score
558,Croatia,2022-01-03,44654.0,cases,20.0
559,Croatia,2022-01-03,10626.0,cases,20.0
560,Croatia,2022-01-03,2185.0,cases,20.0
561,Croatia,2022-01-03,269.0,deaths,20.0
562,Croatia,2022-01-03,99.0,deaths,20.0
563,Croatia,2022-01-03,17.0,deaths,20.0
564,Croatia,2022-01-10,51830.0,cases,
565,Croatia,2022-01-10,10047.0,cases,
566,Croatia,2022-01-10,1629.0,cases,
567,Croatia,2022-01-10,240.0,deaths,
568,Croatia,2022-01-10,85.0,deaths,
569,Croatia,2022-01-10,15.0,deaths,
570,Croatia,2022-01-17,59625.0,cases,
571,Croatia,2022-01-17,8671.0,cases,
572,Croatia,2022-01-17,1770.0,cases,
573,Croatia,2022-01-17,289.0,deaths,
574,Croatia,2022-01-17,81.0,deaths,
575,Croatia,2022-01-17,21.0,deaths,
576,Croatia,2022-01-24,58662.0,cases,
577,Croatia,2022-01-24,6336.0,cases,
578,Croatia,2022-01-24,370.0,deaths,
579,Croatia,2022-01-24,84.0,deaths,
580,Croatia,2022-01-31,48058.0,cases,
581,Croatia,2022-01-31,4451.0,cases,
